ensembl_gene_id	Score
1	ENSG00000008735	0.000141967593354838
2	ENSG00000013016	0.00016975300745479
3	ENSG00000014216	1.93070205870209e-05
4	ENSG00000067191	1.78323736163379e-05
5	ENSG00000072062	5.44799120045135e-07
6	ENSG00000115970	3.47612436337146e-05
7	ENSG00000121905	0.000195032524939286
8	ENSG00000128245	1.46071061214704e-05
9	ENSG00000132535	9.35044242252152e-05
10	ENSG00000136463	0.000128477927786489
11	ENSG00000137726	0.000213010141338607
12	ENSG00000149575	0.000432106209068698
13	ENSG00000160014	0.000497669325076083
14	ENSG00000164885	0.000114678030230846
15	ENSG00000166257	6.70882186169671e-05
16	ENSG00000167476	0.000121760997064425
17	ENSG00000181754	9.07110601743883e-05
18	ENSG00000187446	0.000100324122387862
19	ENSG00000220205	0.000197093036126867
