ensembl_gene_id	Score
1	ENSG00000003393	0.000261215533125262
2	ENSG00000004399	2.68909038228776e-05
3	ENSG00000005810	0.000501365338289253
4	ENSG00000021645	1.40812032304588e-05
5	ENSG00000040341	0.00140768167597266
6	ENSG00000074181	4.52790275544329e-05
7	ENSG00000075213	1.97230278960977e-05
8	ENSG00000077254	0.000747833799609846
9	ENSG00000077264	0.000995050887329335
10	ENSG00000079805	0.00135351819658004
11	ENSG00000081189	0.000408335149652917
12	ENSG00000082701	0.00378849388355241
13	ENSG00000089820	7.95549770212466e-06
14	ENSG00000091129	0.000123321513618409
15	ENSG00000094631	2.72981164710114e-05
16	ENSG00000100106	0.000332859591213838
17	ENSG00000100968	1.09630418064158e-05
18	ENSG00000101144	6.32624961013024e-05
19	ENSG00000101977	7.76186190374097e-05
20	ENSG00000107731	6.48704340919594e-05
21	ENSG00000109756	7.47715821212107e-05
22	ENSG00000110888	9.93943954731445e-06
23	ENSG00000114062	2.60894256079122e-05
24	ENSG00000117298	0.000583714798318973
25	ENSG00000117600	1.84933315849466e-05
26	ENSG00000128602	2.53124781603928e-05
27	ENSG00000129682	0.00104541210495743
28	ENSG00000130827	9.37747043144092e-05
29	ENSG00000131899	3.29978324381464e-06
30	ENSG00000133083	0.000134188816051561
31	ENSG00000134121	0.00241052546857314
32	ENSG00000134569	3.7094947341726e-05
33	ENSG00000135298	6.8411900160329e-06
34	ENSG00000135333	8.49658867674021e-05
35	ENSG00000136830	0.000189942140169895
36	ENSG00000138443	0.000166599241316982
37	ENSG00000138814	0.00111229039437693
38	ENSG00000139220	6.29217385929352e-05
39	ENSG00000143951	0.00565056428106926
40	ENSG00000145147	3.92888550908208e-06
41	ENSG00000145242	0.000563867615216917
42	ENSG00000147894	5.98153144763278e-05
43	ENSG00000148400	0.000449613077210817
44	ENSG00000149633	4.97381300337969e-05
45	ENSG00000151490	3.23006408281052e-06
46	ENSG00000154134	4.2262537455067e-05
47	ENSG00000157764	1.40812032304588e-05
48	ENSG00000164050	0.000283807838616945
49	ENSG00000165704	1.08937289169325e-05
50	ENSG00000165801	0.000263724020323183
51	ENSG00000168389	2.42730045134791e-05
52	ENSG00000170571	2.34255485242067e-05
53	ENSG00000171055	7.07579470229783e-05
54	ENSG00000171862	5.99618159267703e-05
55	ENSG00000172037	3.88445037384352e-05
56	ENSG00000173166	0.000149289468983438
57	ENSG00000173402	2.11656612881529e-05
58	ENSG00000179915	7.40629177021943e-05
59	ENSG00000180900	1.0602001158356e-05
60	ENSG00000185033	3.6051813213816e-05
61	ENSG00000186908	0.00015237925534551
62	ENSG00000188906	5.17265101595819e-05
63	ENSG00000196358	0.000323278802083706
64	ENSG00000196576	0.000497199948380203
65	ENSG00000198198	8.96949525766857e-05
66	ENSG00000198513	0.00200354920667327
67	ENSG00000198753	8.08790965948443e-05
68	ENSG00000198908	2.57086841903302e-05
