ensembl_gene_id	Score
1	ENSG00000005194	0.000129780841411179
2	ENSG00000014641	0.00199920129561311
3	ENSG00000023228	0.000295697057425928
4	ENSG00000023572	0.0004123872478763
5	ENSG00000028839	5.23106494357436e-05
6	ENSG00000054277	3.06863158615598e-05
7	ENSG00000061918	0.00149645258046418
8	ENSG00000065427	1.51255239844166e-05
9	ENSG00000067992	0.00028868958239096
10	ENSG00000075415	0.000744795285135319
11	ENSG00000085231	0.000346308982193402
12	ENSG00000090266	5.54091522539183e-05
13	ENSG00000091140	9.66375287706896e-05
14	ENSG00000091483	0.00133728619984981
15	ENSG00000100554	0.00168684442738819
16	ENSG00000100938	3.2598677527467e-05
17	ENSG00000101365	3.62067536574187e-05
18	ENSG00000101911	0.000372586457313784
19	ENSG00000102144	0.000157519986801849
20	ENSG00000106105	4.63533500806704e-05
21	ENSG00000106153	8.3702730410531e-05
22	ENSG00000109390	1.07149410432743e-05
23	ENSG00000111669	0.000233930846379234
24	ENSG00000112695	6.674446531389e-05
25	ENSG00000112972	2.0776468798241e-05
26	ENSG00000112992	0.000161095828313446
27	ENSG00000113552	5.86230908011493e-05
28	ENSG00000114573	0.00246321747240768
29	ENSG00000115129	3.63063489313454e-06
30	ENSG00000115520	0.0007221075813851
31	ENSG00000116459	1.7007155602303e-05
32	ENSG00000117118	0.000104705465542519
33	ENSG00000117410	5.0648007024234e-05
34	ENSG00000118402	0.000382527446153217
35	ENSG00000119013	9.80352935674332e-05
36	ENSG00000119125	8.11330158315411e-05
37	ENSG00000122824	0.000180577708307451
38	ENSG00000122873	0.00202435716087499
39	ENSG00000123545	9.41146864667012e-05
40	ENSG00000123983	0.000268785447470935
41	ENSG00000125356	0.000111324229066114
42	ENSG00000126267	0.000158088344075783
43	ENSG00000128609	0.00239049468745757
44	ENSG00000131100	0.000761162792996501
45	ENSG00000131174	0.000205444447200401
46	ENSG00000131238	7.33371213472979e-05
47	ENSG00000131828	8.93543014603113e-06
48	ENSG00000134013	1.95193540372194e-05
49	ENSG00000134056	0.000183394929373694
50	ENSG00000134057	0.000571063043370745
51	ENSG00000134333	1.87265864599916e-05
52	ENSG00000135002	0.00130970267261134
53	ENSG00000135324	1.29773709847918e-05
54	ENSG00000135940	2.28801172964687e-05
55	ENSG00000136003	0.000983299269503574
56	ENSG00000136143	0.000562329366279053
57	ENSG00000136521	0.00164528095088686
58	ENSG00000138621	0.000109289450136331
59	ENSG00000139112	0.00125426363805916
60	ENSG00000139160	0.000323901537466096
61	ENSG00000139180	0.000514091838834967
62	ENSG00000140740	0.0001206488950922
63	ENSG00000143153	0.000264313261077411
64	ENSG00000145545	7.3353564828764e-05
65	ENSG00000147416	0.00350446900768787
66	ENSG00000150768	0.000335832053942776
67	ENSG00000151093	9.87280298067164e-05
68	ENSG00000151366	5.90214515500588e-06
69	ENSG00000151729	2.41718249554911e-05
70	ENSG00000152234	0.000258565309947414
71	ENSG00000152642	0.000292896110007005
72	ENSG00000155097	0.000226636310398399
73	ENSG00000156136	0.000272243912966345
74	ENSG00000156411	1.46968392171641e-05
75	ENSG00000156467	0.00013022670324818
76	ENSG00000163655	0.00043769732611018
77	ENSG00000164919	0.000855578920270411
78	ENSG00000165264	0.000234283430628305
79	ENSG00000165629	0.000211601600866926
80	ENSG00000165678	0.00261811808373293
81	ENSG00000166260	0.00019423437705885
82	ENSG00000167863	0.000225072953343924
83	ENSG00000168291	2.32041058744481e-05
84	ENSG00000168653	6.27030279514942e-05
85	ENSG00000169021	1.51255239844166e-05
86	ENSG00000169567	0.00143858802522602
87	ENSG00000169764	8.65642409121227e-05
88	ENSG00000170791	9.09743149643468e-05
89	ENSG00000171202	1.49932304009117e-05
90	ENSG00000171204	0.000184181513921938
91	ENSG00000172115	0.000195206436902948
92	ENSG00000173598	2.18434686546259e-05
93	ENSG00000173660	0.00059617204378121
94	ENSG00000173915	0.000302591291103951
95	ENSG00000174840	8.74785833586654e-05
96	ENSG00000176171	0.000196698330926683
97	ENSG00000178567	0.000988867299948679
98	ENSG00000182220	0.00338011230754306
99	ENSG00000184076	2.08972362250034e-05
100	ENSG00000184752	5.50065346601242e-05
101	ENSG00000186687	2.76916952436084e-06
102	ENSG00000189043	0.000926855191610309
103	ENSG00000196368	0.000100914605335062
104	ENSG00000197217	0.000106307192086718
105	ENSG00000205707	0.000333519471975299
106	ENSG00000213619	0.000123897394197366
107	ENSG00000239672	0.000322434465261915
