"hgnc_symbol","gene_biotype","ensembl_gene_id","kegg"
"CROCC","protein_coding","ENSG00000058453","No_kegg"
"BCAT1","protein_coding","ENSG00000060982","No_kegg"
"TRNT1","protein_coding","ENSG00000072756","No_kegg"
"SELENOO","protein_coding","ENSG00000073169","No_kegg"
"SCAMP1","protein_coding","ENSG00000085365","No_kegg"
"PGS1","protein_coding","ENSG00000087157","No_kegg"
"DNM1L","protein_coding","ENSG00000087470","No_kegg"
"SLC17A6","protein_coding","ENSG00000091664","No_kegg"
"FKBP3","protein_coding","ENSG00000100442","No_kegg"
"ZFAND5","protein_coding","ENSG00000107372","No_kegg"
"GOLT1B","protein_coding","ENSG00000111711","No_kegg"
"PFKFB4","protein_coding","ENSG00000114268","No_kegg"
"P3H1","protein_coding","ENSG00000117385","No_kegg"
"GLO1","protein_coding","ENSG00000124767","No_kegg"
"ORMDL1","protein_coding","ENSG00000128699","No_kegg"
"CASP9","protein_coding","ENSG00000132906","kegg"
"SPDYE1","protein_coding","ENSG00000136206","No_kegg"
"ATAD1","protein_coding","ENSG00000138138","No_kegg"
"CISD2","protein_coding","ENSG00000145354","No_kegg"
"DLG5","protein_coding","ENSG00000151208","No_kegg"
"C4orf33","protein_coding","ENSG00000151470","No_kegg"
"VAV2","protein_coding","ENSG00000160293","No_kegg"
"AZI2","protein_coding","ENSG00000163512","No_kegg"
"TRUB1","protein_coding","ENSG00000165832","No_kegg"
"NFKBID","protein_coding","ENSG00000167604","No_kegg"
"NXN","protein_coding","ENSG00000167693","No_kegg"
"PSMD1","protein_coding","ENSG00000173692","kegg"
"FUT2","protein_coding","ENSG00000176920","No_kegg"
"ZNF552","protein_coding","ENSG00000178935","No_kegg"
"SFXN4","protein_coding","ENSG00000183605","No_kegg"
"IFIT1","protein_coding","ENSG00000185745","No_kegg"
"HSPA14","protein_coding","ENSG00000187522","No_kegg"
"NPIPB15","protein_coding","ENSG00000196436","No_kegg"
"","protein_coding","ENSG00000196826","No_kegg"
"ZFP28","protein_coding","ENSG00000196867","No_kegg"
"SVIP","protein_coding","ENSG00000198168","No_kegg"
"ZNF814","protein_coding","ENSG00000204514","No_kegg"
"GARIN1A","protein_coding","ENSG00000205085","No_kegg"
"LINC01089","lncRNA","ENSG00000212694","No_kegg"
"BTBD19","protein_coding","ENSG00000222009","No_kegg"
"PLEKHM1","protein_coding","ENSG00000225190","No_kegg"
"PHACTR3-AS1","lncRNA","ENSG00000238194","No_kegg"
"LRIG2-DT","lncRNA","ENSG00000238198","No_kegg"
"","protein_coding","ENSG00000256591","No_kegg"
"CUX1","protein_coding","ENSG00000257923","No_kegg"
"","lncRNA","ENSG00000260425","No_kegg"
"GTF2H5","protein_coding","ENSG00000272047","No_kegg"
"","lncRNA","ENSG00000283411","No_kegg"
