ensembl_gene_id	Score
1	ENSG00000008056	0.00022652415043124
2	ENSG00000013016	0.000199006099766928
3	ENSG00000014216	0.000421200386261293
4	ENSG00000042753	4.0207195142363e-05
5	ENSG00000054356	0.000306005881487956
6	ENSG00000054793	0.000223978615113068
7	ENSG00000065000	0.000118500529358243
8	ENSG00000068354	7.2057485501687e-05
9	ENSG00000071553	0.00131242198055595
10	ENSG00000072062	0.000598142569969635
11	ENSG00000095066	5.14713188975866e-05
12	ENSG00000099365	3.46379350659963e-05
13	ENSG00000101152	0.00731944751744192
14	ENSG00000101210	0.00102041838513762
15	ENSG00000102003	0.000107661669428891
16	ENSG00000102043	4.03303052863901e-05
17	ENSG00000102096	0.000213521538509067
18	ENSG00000102178	1.59358934862233e-05
19	ENSG00000102312	0.000105535940011984
20	ENSG00000103034	0.00313785575750125
21	ENSG00000104142	0.00100218587967132
22	ENSG00000104888	0.00165049494856011
23	ENSG00000105402	0.00184597658138267
24	ENSG00000105649	0.00116560459309087
25	ENSG00000105723	0.000120403506909335
26	ENSG00000106089	0.000202973083169411
27	ENSG00000106367	3.55183874195582e-05
28	ENSG00000106976	9.95877876198784e-05
29	ENSG00000109919	5.58594018450554e-05
30	ENSG00000111640	6.32605218821469e-06
31	ENSG00000117632	7.82891239162733e-05
32	ENSG00000121905	0.000228224372251179
33	ENSG00000122585	3.96093270047656e-05
34	ENSG00000123240	9.09996369465865e-05
35	ENSG00000124507	0.00115088074306356
36	ENSG00000126214	0.000283007439231455
37	ENSG00000127463	0.0001243927949847
38	ENSG00000127561	0.000329148981586521
39	ENSG00000128463	8.17183458423573e-05
40	ENSG00000129990	7.46775234163215e-05
41	ENSG00000132254	5.46950273002284e-05
42	ENSG00000132535	2.82257745208575e-05
43	ENSG00000132718	4.8909521168858e-06
44	ENSG00000135631	1.62962938963906e-05
45	ENSG00000135956	2.75627339423908e-05
46	ENSG00000136827	2.53931771348077e-05
47	ENSG00000137177	4.03303052863901e-05
48	ENSG00000137309	0.000300630649321418
49	ENSG00000137478	6.78424557329729e-05
50	ENSG00000140750	3.89140241161896e-05
51	ENSG00000140854	0.000413809729477918
52	ENSG00000143761	0.000531314496503028
53	ENSG00000143952	4.26231048239136e-05
54	ENSG00000144567	0.000948860788324087
55	ENSG00000145920	0.000140027875810687
56	ENSG00000147457	6.10251789070765e-05
57	ENSG00000149428	0.00048764508559361
58	ENSG00000149927	0.000235636908167864
59	ENSG00000151502	0.000417248293719828
60	ENSG00000154277	0.000266565941120348
61	ENSG00000157823	1.8879904211679e-05
62	ENSG00000158856	0.00239518475239793
63	ENSG00000159164	0.000263374299266383
64	ENSG00000159363	0.000583866441085757
65	ENSG00000159720	0.00130959721123121
66	ENSG00000160014	0.00191338697404694
67	ENSG00000160695	0.000179557116537536
68	ENSG00000161203	0.000118239564446193
69	ENSG00000162517	3.55183874195582e-05
70	ENSG00000163956	0.0003301185907191
71	ENSG00000164062	3.89140241161896e-05
72	ENSG00000164885	7.68256383535529e-05
73	ENSG00000165280	0.000103805391569981
74	ENSG00000165283	6.1329756895273e-05
75	ENSG00000166263	2.42169766183472e-05
76	ENSG00000166780	0.000102080741106587
77	ENSG00000166887	8.47663819214924e-05
78	ENSG00000166908	0.00012498145100155
79	ENSG00000167371	0.000620701116281862
80	ENSG00000169032	0.000392617882155326
81	ENSG00000169750	5.96299907626779e-05
82	ENSG00000171246	0.000104233147884525
83	ENSG00000171603	0.000214803647341717
84	ENSG00000172757	0.000327651915832863
85	ENSG00000172803	0.000219924602229298
86	ENSG00000173267	7.11177331233931e-05
87	ENSG00000173726	3.89140241161896e-05
88	ENSG00000176749	0.000132365697114062
89	ENSG00000177108	2.56116075169998e-05
90	ENSG00000177628	0.00020850133889313
91	ENSG00000177885	1.5662340604027e-05
92	ENSG00000181852	0.000145351662640556
93	ENSG00000182934	2.2144117181498e-05
94	ENSG00000183020	7.2057485501687e-05
95	ENSG00000184009	3.95269566683742e-05
96	ENSG00000185883	0.000175384139992273
97	ENSG00000187446	3.80089610090709e-05
98	ENSG00000188021	5.70502681420187e-05
99	ENSG00000188191	9.44711460263853e-05
100	ENSG00000196961	0.000271757483845708
101	ENSG00000197457	0.000119782389820128
102	ENSG00000197694	0.000351581084738586
103	ENSG00000197746	2.28330024518718e-07
104	ENSG00000198356	0.000928062652546173
105	ENSG00000198794	0.000248210922450879
106	ENSG00000198925	6.07192390456603e-05
107	ENSG00000203879	0.000552313522756299
108	ENSG00000205356	5.14713188975866e-05
109	ENSG00000213672	5.14713188975866e-05
110	ENSG00000213760	3.89140241161895e-05
111	ENSG00000220205	7.25686163633425e-05
112	ENSG00000241360	0.000727698092157175
113	ENSG00000247077	5.8463908488089e-05
114	ENSG00000247596	4.08270145595803e-05
115	ENSG00000255112	0.00204209355730457
116	ENSG00000276293	0.0017299490896604
