ensembl_gene_id	Score
1	ENSG00000006625	0.000143153761286385
2	ENSG00000023228	0.000733839762084888
3	ENSG00000069329	0.00104661908468234
4	ENSG00000096092	0.000555461372303726
5	ENSG00000101843	5.54546235789524e-05
6	ENSG00000104765	6.73047416399698e-05
7	ENSG00000105185	5.80489906204975e-06
8	ENSG00000114023	2.54262444200535e-05
9	ENSG00000151729	0.000288144611372999
10	ENSG00000165637	0.00116606311140058
11	ENSG00000165678	0.000835577220551138
12	ENSG00000165943	0.00397650875515946
13	ENSG00000170855	2.36553211951538e-06
14	ENSG00000176171	0.000308041134449038
15	ENSG00000196072	0.00212520970764831
16	ENSG00000213190	0.000573675026294868
